State,Area,Month,MN,Day,year,Product,USDprice,Date,Date2
Kano,Tudun Wako,Oct,10,1,2018,Urea,18.71,10/1/2018,10/1/2018
Kano,Tudun Wako,Nov,11,1,2018,Urea,19.1,11/1/2018,11/1/2018
Kano,Tudun Wako,Dec,12,1,2018,Urea,20.2,12/1/2018,12/1/2018
Kano,Tudun Wako,Jan,1,1,2019,Urea,20.22,1/1/2019,1/1/2019
Kano,Tudun Wako,Feb,2,1,2019,Urea,18.96,2/1/2019,2/1/2019
Kano,Tudun Wako,Mar,3,1,2019,Urea,20.16,3/1/2019,3/1/2019
Kano,Tudun Wako,Apr,4,1,2019,Urea,19.04,4/1/2019,4/1/2019
Kano,Tudun Wako,May,5,1,2019,Urea,19.1,5/1/2019,5/1/2019
Kano,Tudun Wako,Jun,6,1,2019,Urea,19.12,6/1/2019,6/1/2019
Kano,Tudun Wako,Jul,7,1,2019,Urea,19.13,7/1/2019,7/1/2019
Kano,Tudun Wako,Aug,8,1,2019,Urea,20.13,8/1/2019,8/1/2019
Kano,Tudun Wako,Sep,9,1,2019,Urea,18.98,9/1/2019,9/1/2019
Kano,Tudun Wako,Oct,10,1,2019,Urea,18.95,10/1/2019,10/1/2019
Kano,Tudun Wako,Nov,11,1,2019,Urea,17.79,11/1/2019,11/1/2019
Kano,Tudun Wako,Dec,12,1,2019,Urea,17.81,12/1/2019,12/1/2019
Kano,Tudun Wako,Jan,1,1,2020,Urea,18.36,1/1/2020,1/1/2020
Kano,Tudun Wako,Feb,2,1,2020,Urea,16.33,2/1/2020,2/1/2020
Kano,Tudun Wako,Mar,3,1,2020,Urea,19.76,3/1/2020,3/1/2020
Kano,Tudun Wako,Apr,4,1,2020,Urea,18.05,4/1/2020,4/1/2020
Kano,Tudun Wako,May,5,1,2020,Urea,17.57,5/1/2020,5/1/2020
Kano,Tudun Wako,Jun,6,1,2020,Urea,19.52,6/1/2020,6/1/2020
Kano,Tudun Wako,Jul,7,1,2020,Urea,26.01,7/1/2020,7/1/2020
Kano,Tudun Wako,Aug,8,1,2020,Urea,29.12,8/1/2020,8/1/2020
Kano,Tudun Wako,Sep,9,1,2020,Urea,21.22,9/1/2020,9/1/2020
Kano,Tudun Wako,Oct,10,1,2020,Urea,21.17,10/1/2020,10/1/2020
Kano,Tudun Wako,Nov,11,1,2020,Urea,21.16,11/1/2020,11/1/2020
Kano,Tudun Wako,Dec,12,1,2020,Urea,22.58,12/1/2020,12/1/2020
Kano,Tudun Wako,Jan,1,1,2021,Urea,25.7,1/1/2021,1/1/2021
Kano,Tudun Wako,Feb,2,1,2021,Urea,26.06,2/1/2021,2/1/2021
Kano,Tudun Wako,Mar,3,1,2021,Urea,27.8,3/1/2021,3/1/2021
Kano,Tudun Wako,Apr,4,1,2021,Urea,32.46,4/1/2021,4/1/2021
Kano,Tudun Wako,May,5,1,2021,Urea,31.97,5/1/2021,5/1/2021
Kano,Tudun Wako,Jun,6,1,2021,Urea,29.3,6/1/2021,6/1/2021
Kano,Tudun Wako,Jul,7,1,2021,Urea,28.95,7/1/2021,7/1/2021
Kano,Tudun Wako,Aug,8,1,2021,Urea,29.16,8/1/2021,8/1/2021
Kano,Tudun Wako,Sep,9,1,2021,Urea,27.7,9/1/2021,9/1/2021
Kano,Tudun Wako,Oct,10,1,2021,Urea,27.75,10/1/2021,10/1/2021
Kano,Tudun Wako,Nov,11,1,2021,Urea,28,11/1/2021,11/1/2021
Kano,Tudun Wako,Dec,12,1,2021,Urea,34.11,12/1/2021,12/1/2021
Kano,Tudun Wako,Jan,1,1,2022,Urea,39.83,1/1/2022,1/1/2022
Kano,Tudun Wako,Feb,2,1,2022,Urea,39.67,2/1/2022,2/1/2022
Kano,Tudun Wako,Mar,3,1,2022,Urea,40.86,3/1/2022,3/1/2022
Kano,Tudun Wako,Apr,4,1,2022,Urea,41.03,4/1/2022,4/1/2022
Kano,Tudun Wako,May,5,1,2022,Urea,48.2,5/1/2022,5/1/2022
Kano,Tudun Wako,Jun,6,1,2022,Urea,48.1,6/1/2022,6/1/2022
Kano,Tudun Wako,Jul,7,1,2022,Urea,48.01,7/1/2022,7/1/2022
Kano,Tudun Wako,Aug,8,1,2022,Urea,50.06,8/1/2022,8/1/2022
Kano,Tudun Wako,Sep,9,1,2022,Urea,48.6,9/1/2022,9/1/2022
Kano,Tudun Wako,Oct,10,1,2022,Urea,47.12,10/1/2022,10/1/2022
Kano,Tudun Wako,Nov,11,1,2022,Urea,46.46,11/1/2022,11/1/2022
Kano,Tudun Wako,Dec,12,1,2022,Urea,49.35,12/1/2022,12/1/2022
Katsina,Katsina,Dec,12,1,2011,Urea,42.28,12/1/2011,12/1/2011
Katsina,Katsina,Aug,8,1,2012,Urea,33.37,8/1/2012,8/1/2012
Katsina,Katsina,Nov,11,1,2012,Urea,32.43,11/1/2012,11/1/2012
Katsina,Katsina,Dec,12,1,2012,Urea,28.05,12/1/2012,12/1/2012
Katsina,Katsina,May,5,1,2013,Urea,31.2,5/1/2013,5/1/2013
Katsina,Katsina,Aug,8,1,2013,Urea,29.48,8/1/2013,8/1/2013
Katsina,Katsina,Sep,9,1,2013,Urea,28.91,9/1/2013,9/1/2013
Kogi,Idah,Jan,1,1,2014,Urea,29.88,1/1/2014,1/1/2014
Kogi,Idah,Feb,2,1,2014,Urea,29.7,2/1/2014,2/1/2014
Kogi,Idah,Mar,3,1,2014,Urea,29.04,3/1/2014,3/1/2014
Kogi,Idah,Apr,4,1,2014,Urea,29.96,4/1/2014,4/1/2014
Kogi,Idah,May,5,1,2014,Urea,30.32,5/1/2014,5/1/2014
Kogi,Idah,Jun,6,1,2014,Urea,30.04,6/1/2014,6/1/2014
Kogi,Idah,Jul,7,1,2014,Urea,29.34,7/1/2014,7/1/2014
Kogi,Idah,Aug,8,1,2014,Urea,28.66,8/1/2014,8/1/2014
Kogi,Idah,Sep,9,1,2014,Urea,29.55,9/1/2014,9/1/2014
Kogi,Idah,Oct,10,1,2014,Urea,29.59,10/1/2014,10/1/2014
Kogi,Idah,Nov,11,1,2014,Urea,29.48,11/1/2014,11/1/2014
Kogi,Idah,Dec,12,1,2014,Urea,29.58,12/1/2014,12/1/2014
Kogi,Idah,Jan,1,1,2015,Urea,29.67,1/1/2015,1/1/2015
Kwara,Ilorin,Sep,9,1,2010,Urea,25.67,9/1/2010,9/1/2010
Kwara,Ilorin,Oct,10,1,2010,Urea,26.2,10/1/2010,10/1/2010
Kwara,Ilorin,Sep,9,1,2015,Urea,28.14,9/1/2015,9/1/2015
Kwara,Ilorin,Oct,10,1,2015,Urea,28.14,10/1/2015,10/1/2015
Kwara,Ilorin,Nov,11,1,2015,Urea,26.38,11/1/2015,11/1/2015
Kwara,Ilorin,Dec,12,1,2015,Urea,27.64,12/1/2015,12/1/2015
Kwara,Ilorin,Jan,1,1,2016,Urea,27.63,1/1/2016,1/1/2016
Kwara,Ilorin,Feb,2,1,2016,Urea,27.62,2/1/2016,2/1/2016
Kwara,Ilorin,Mar,3,1,2016,Urea,29.89,3/1/2016,3/1/2016
Kwara,Ilorin,Apr,4,1,2016,Urea,30.65,4/1/2016,4/1/2016
Kwara,Ilorin,May,5,1,2016,Urea,29.89,5/1/2016,5/1/2016
Kwara,Ilorin,Jun,6,1,2016,Urea,30.66,6/1/2016,6/1/2016
Kwara,Ilorin,Jul,7,1,2016,Urea,26.46,7/1/2016,7/1/2016
Kwara,Ilorin,Sep,9,1,2016,Urea,22.08,9/1/2016,9/1/2016
Kwara,Ilorin,Oct,10,1,2016,Urea,25.02,10/1/2016,10/1/2016
Kwara,Ilorin,Nov,11,1,2016,Urea,23.76,11/1/2016,11/1/2016
Kwara,Ilorin,Dec,12,1,2016,Urea,23.02,12/1/2016,12/1/2016
Kwara,Ilorin,Jan,1,1,2017,Urea,23.47,1/1/2017,1/1/2017
Kwara,Ilorin,Feb,2,1,2017,Urea,27.1,2/1/2017,2/1/2017
Kwara,Ilorin,Mar,3,1,2017,Urea,24.19,3/1/2017,3/1/2017
Kwara,Ilorin,Apr,4,1,2017,Urea,25.72,4/1/2017,4/1/2017
Kwara,Ilorin,May,5,1,2017,Urea,24.42,5/1/2017,5/1/2017
Kwara,Ilorin,Jun,6,1,2017,Urea,24.38,6/1/2017,6/1/2017
Kwara,Ilorin,Jul,7,1,2017,Urea,23.81,7/1/2017,7/1/2017
Kwara,Ilorin,Aug,8,1,2017,Urea,22.01,8/1/2017,8/1/2017
Kwara,Ilorin,Sep,9,1,2017,Urea,19.45,9/1/2017,9/1/2017
Kwara,Ilorin,Oct,10,1,2017,Urea,20.87,10/1/2017,10/1/2017
Kwara,Ilorin,Nov,11,1,2017,Urea,20.92,11/1/2017,11/1/2017
Kwara,Ilorin,Dec,12,1,2017,Urea,19.44,12/1/2017,12/1/2017
Kwara,Ilorin,Jan,1,1,2018,Urea,18.05,1/1/2018,1/1/2018
Kwara,Ilorin,Feb,2,1,2018,Urea,16.64,2/1/2018,2/1/2018
Kwara,Ilorin,Mar,3,1,2018,Urea,17.22,3/1/2018,3/1/2018
Kwara,Ilorin,Apr,4,1,2018,Urea,17.28,4/1/2018,4/1/2018
Kwara,Ilorin,May,5,1,2018,Urea,17.2,5/1/2018,5/1/2018
Kwara,Ilorin,Jun,6,1,2018,Urea,17.47,6/1/2018,6/1/2018
Kwara,Ilorin,Jul,7,1,2018,Urea,18.83,7/1/2018,7/1/2018
Kwara,Ilorin,Aug,8,1,2018,Urea,19.1,8/1/2018,8/1/2018
Kwara,Ilorin,Sep,9,1,2018,Urea,19.07,9/1/2018,9/1/2018
Kwara,Ilorin,Oct,10,1,2018,Urea,18.99,10/1/2018,10/1/2018
Kwara,Ilorin,Nov,11,1,2018,Urea,19.1,11/1/2018,11/1/2018
Kwara,Ilorin,Dec,12,1,2018,Urea,19.09,12/1/2018,12/1/2018
Kwara,Ilorin,Jan,1,1,2019,Urea,18.98,1/1/2019,1/1/2019
Kwara,Ilorin,Feb,2,1,2019,Urea,19.1,2/1/2019,2/1/2019
Kwara,Ilorin,Mar,3,1,2019,Urea,19.18,3/1/2019,3/1/2019
Kwara,Ilorin,Apr,4,1,2019,Urea,17.92,4/1/2019,4/1/2019
Kwara,Ilorin,May,5,1,2019,Urea,17.69,5/1/2019,5/1/2019
Kwara,Ilorin,Jun,6,1,2019,Urea,18,6/1/2019,6/1/2019
Kwara,Ilorin,Jul,7,1,2019,Urea,18.56,7/1/2019,7/1/2019
Kwara,Ilorin,Aug,8,1,2019,Urea,19.85,8/1/2019,8/1/2019
Kwara,Ilorin,Sep,9,1,2019,Urea,18.15,9/1/2019,9/1/2019
Kwara,Ilorin,Oct,10,1,2019,Urea,18.11,10/1/2019,10/1/2019
Kwara,Ilorin,Nov,11,1,2019,Urea,17.79,11/1/2019,11/1/2019
Kwara,Ilorin,Dec,12,1,2019,Urea,17.81,12/1/2019,12/1/2019
Kwara,Ilorin,Jan,1,1,2020,Urea,17.52,1/1/2020,1/1/2020
Kwara,Ilorin,Feb,2,1,2020,Urea,16.06,2/1/2020,2/1/2020
Kwara,Ilorin,Mar,3,1,2020,Urea,17.01,3/1/2020,3/1/2020
Kwara,Ilorin,Apr,4,1,2020,Urea,16.99,4/1/2020,4/1/2020
Kwara,Ilorin,May,5,1,2020,Urea,16.79,5/1/2020,5/1/2020
Kwara,Ilorin,Jun,6,1,2020,Urea,19.52,6/1/2020,6/1/2020
Kwara,Ilorin,Jul,7,1,2020,Urea,23.93,7/1/2020,7/1/2020
Kwara,Ilorin,Aug,8,1,2020,Urea,29.12,8/1/2020,8/1/2020
Kwara,Ilorin,Sep,9,1,2020,Urea,21.49,9/1/2020,9/1/2020
Kwara,Ilorin,Oct,10,1,2020,Urea,21.17,10/1/2020,10/1/2020
Kwara,Ilorin,Nov,11,1,2020,Urea,20.63,11/1/2020,11/1/2020
Kwara,Ilorin,Dec,12,1,2020,Urea,23.91,12/1/2020,12/1/2020
Kwara,Ilorin,Jan,1,1,2021,Urea,22.52,1/1/2021,1/1/2021
Kwara,Ilorin,Feb,2,1,2021,Urea,26.73,2/1/2021,2/1/2021
Kwara,Ilorin,Mar,3,1,2021,Urea,28.47,3/1/2021,3/1/2021
Kwara,Ilorin,Apr,4,1,2021,Urea,30.09,4/1/2021,4/1/2021
Kwara,Ilorin,May,5,1,2021,Urea,29.41,5/1/2021,5/1/2021
Kwara,Ilorin,Jun,6,1,2021,Urea,29.3,6/1/2021,6/1/2021
Kwara,Ilorin,Jul,7,1,2021,Urea,27.43,7/1/2021,7/1/2021
Kwara,Ilorin,Aug,8,1,2021,Urea,27.22,8/1/2021,8/1/2021
Kwara,Ilorin,Sep,9,1,2021,Urea,26,9/1/2021,9/1/2021
Kwara,Ilorin,Oct,10,1,2021,Urea,26.05,10/1/2021,10/1/2021
Kwara,Ilorin,Nov,11,1,2021,Urea,27.03,11/1/2021,11/1/2021
Kwara,Ilorin,Dec,12,1,2021,Urea,32.28,12/1/2021,12/1/2021
Kwara,Ilorin,Jan,1,1,2022,Urea,38.63,1/1/2022,1/1/2022
Kwara,Ilorin,Feb,2,1,2022,Urea,38.47,2/1/2022,2/1/2022
Kwara,Ilorin,Mar,3,1,2022,Urea,39.66,3/1/2022,3/1/2022
Kwara,Ilorin,Apr,4,1,2022,Urea,40.31,4/1/2022,4/1/2022
Kwara,Ilorin,May,5,1,2022,Urea,46.99,5/1/2022,5/1/2022
Kwara,Ilorin,Jun,6,1,2022,Urea,46.9,6/1/2022,6/1/2022
Kwara,Ilorin,Jul,7,1,2022,Urea,47.17,7/1/2022,7/1/2022
Kwara,Ilorin,Aug,8,1,2022,Urea,47.68,8/1/2022,8/1/2022
Kwara,Ilorin,Sep,9,1,2022,Urea,46.49,9/1/2022,9/1/2022
Kwara,Ilorin,Oct,10,1,2022,Urea,45.75,10/1/2022,10/1/2022
Kwara,Ilorin,Nov,11,1,2022,Urea,45.1,11/1/2022,11/1/2022
Kwara,Ilorin,Dec,12,1,2022,Urea,47.11,12/1/2022,12/1/2022
Kwara,Lafiagi,Jan,1,1,2017,Urea,22.5,1/1/2017,1/1/2017
Kwara,Lafiagi,Feb,2,1,2017,Urea,27.1,2/1/2017,2/1/2017
Kwara,Lafiagi,Mar,3,1,2017,Urea,25.46,3/1/2017,3/1/2017
Kwara,Lafiagi,Apr,4,1,2017,Urea,27.33,4/1/2017,4/1/2017
Kwara,Lafiagi,May,5,1,2017,Urea,24.42,5/1/2017,5/1/2017
Kwara,Lafiagi,Jun,6,1,2017,Urea,24.38,6/1/2017,6/1/2017
Kwara,Lafiagi,Jul,7,1,2017,Urea,24.45,7/1/2017,7/1/2017
Kwara,Lafiagi,Sep,9,1,2017,Urea,27.79,9/1/2017,9/1/2017
Lagos,Ikeja,Feb,2,1,2016,Urea,27.62,2/1/2016,2/1/2016
Lagos,Ikeja,Mar,3,1,2016,Urea,27.63,3/1/2016,3/1/2016
Lagos,Ikeja,Apr,4,1,2016,Urea,29.9,4/1/2016,4/1/2016
Lagos,Ikeja,May,5,1,2016,Urea,30.14,5/1/2016,5/1/2016
Lagos,Ikeja,Jun,6,1,2016,Urea,29.52,6/1/2016,6/1/2016
Lagos,Ikeja,Jul,7,1,2016,Urea,23.9,7/1/2016,7/1/2016
Lagos,Ikeja,Sep,9,1,2016,Urea,20.8,9/1/2016,9/1/2016
Lagos,Ikeja,Oct,10,1,2016,Urea,22.6,10/1/2016,10/1/2016
Lagos,Ikeja,Nov,11,1,2016,Urea,22.18,11/1/2016,11/1/2016
Lagos,Ikeja,Dec,12,1,2016,Urea,21.44,12/1/2016,12/1/2016
Lagos,Ikeja,Jan,1,1,2017,Urea,21.7,1/1/2017,1/1/2017
Lagos,Ikeja,Feb,2,1,2017,Urea,23.91,2/1/2017,2/1/2017
Lagos,Ikeja,Mar,3,1,2017,Urea,22.28,3/1/2017,3/1/2017
Lagos,Ikeja,Apr,4,1,2017,Urea,22.99,4/1/2017,4/1/2017
Lagos,Ikeja,May,5,1,2017,Urea,24.27,5/1/2017,5/1/2017
Lagos,Ikeja,Jun,6,1,2017,Urea,23.43,6/1/2017,6/1/2017
Lagos,Ikeja,Jul,7,1,2017,Urea,25.4,7/1/2017,7/1/2017
Lagos,Ikeja,Oct,10,1,2017,Urea,22.73,10/1/2017,10/1/2017
Lagos,Ikeja,Dec,12,1,2017,Urea,20.83,12/1/2017,12/1/2017
Lagos,Ikeja,Jan,1,1,2018,Urea,16.66,1/1/2018,1/1/2018
Lagos,Ikeja,Feb,2,1,2018,Urea,18.03,2/1/2018,2/1/2018
Lagos,Ikeja,Mar,3,1,2018,Urea,18.05,3/1/2018,3/1/2018
Lagos,Ikeja,Apr,4,1,2018,Urea,18.11,4/1/2018,4/1/2018
Lagos,Ikeja,May,5,1,2018,Urea,18.58,5/1/2018,5/1/2018
Lagos,Ikeja,Jun,6,1,2018,Urea,18.58,6/1/2018,6/1/2018
Lagos,Ikeja,Jul,7,1,2018,Urea,19.38,7/1/2018,7/1/2018
Lagos,Ikeja,Aug,8,1,2018,Urea,19.38,8/1/2018,8/1/2018
Lagos,Ikeja,Sep,9,1,2018,Urea,19.35,9/1/2018,9/1/2018
Lagos,Ikeja,Oct,10,1,2018,Urea,19.26,10/1/2018,10/1/2018
Lagos,Ikeja,Nov,11,1,2018,Urea,19.38,11/1/2018,11/1/2018
Lagos,Ikeja,Dec,12,1,2018,Urea,18.81,12/1/2018,12/1/2018
Lagos,Ikeja,Jan,1,1,2019,Urea,18.56,1/1/2019,1/1/2019
Lagos,Ikeja,Feb,2,1,2019,Urea,18.68,2/1/2019,2/1/2019
Lagos,Ikeja,Mar,3,1,2019,Urea,19.04,3/1/2019,3/1/2019
Lagos,Ikeja,Apr,4,1,2019,Urea,18.2,4/1/2019,4/1/2019
Lagos,Ikeja,May,5,1,2019,Urea,18.26,5/1/2019,5/1/2019
Lagos,Ikeja,Jun,6,1,2019,Urea,18.28,6/1/2019,6/1/2019
Lagos,Ikeja,Jul,7,1,2019,Urea,18.56,7/1/2019,7/1/2019
Lagos,Ikeja,Aug,8,1,2019,Urea,19.57,8/1/2019,8/1/2019
Lagos,Ikeja,Sep,9,1,2019,Urea,18.43,9/1/2019,9/1/2019
Lagos,Ikeja,Oct,10,1,2019,Urea,18.39,10/1/2019,10/1/2019
Lagos,Ikeja,Nov,11,1,2019,Urea,17.24,11/1/2019,11/1/2019
Lagos,Ikeja,Dec,12,1,2019,Urea,17.25,12/1/2019,12/1/2019
Lagos,Ikeja,Jan,1,1,2020,Urea,18.63,1/1/2020,1/1/2020
Lagos,Ikeja,Feb,2,1,2020,Urea,16.06,2/1/2020,2/1/2020
Lagos,Ikeja,Mar,3,1,2020,Urea,18.66,3/1/2020,3/1/2020
Lagos,Ikeja,Apr,4,1,2020,Urea,17.26,4/1/2020,4/1/2020
Lagos,Ikeja,May,5,1,2020,Urea,16.79,5/1/2020,5/1/2020
Lagos,Ikeja,Jun,6,1,2020,Urea,18.22,6/1/2020,6/1/2020
Lagos,Ikeja,Jul,7,1,2020,Urea,22.11,7/1/2020,7/1/2020
Lagos,Ikeja,Aug,8,1,2020,Urea,23.83,8/1/2020,8/1/2020
Lagos,Ikeja,Sep,9,1,2020,Urea,20.69,9/1/2020,9/1/2020
Lagos,Ikeja,Oct,10,1,2020,Urea,20.64,10/1/2020,10/1/2020
Lagos,Ikeja,Nov,11,1,2020,Urea,20.37,11/1/2020,11/1/2020
Lagos,Ikeja,Dec,12,1,2020,Urea,21.25,12/1/2020,12/1/2020
Lagos,Ikeja,Jan,1,1,2021,Urea,21.99,1/1/2021,1/1/2021
Lagos,Ikeja,Feb,2,1,2021,Urea,22.07,2/1/2021,2/1/2021
Lagos,Ikeja,Mar,3,1,2021,Urea,27.01,3/1/2021,3/1/2021
Lagos,Ikeja,Apr,4,1,2021,Urea,26.92,4/1/2021,4/1/2021
Lagos,Ikeja,May,5,1,2021,Urea,26.85,5/1/2021,5/1/2021
Lagos,Ikeja,Jun,6,1,2021,Urea,28.08,6/1/2021,6/1/2021
Lagos,Ikeja,Jul,7,1,2021,Urea,24.33,7/1/2021,7/1/2021
Lagos,Ikeja,Aug,8,1,2021,Urea,24.3,8/1/2021,8/1/2021
Lagos,Ikeja,Sep,9,1,2021,Urea,24.06,9/1/2021,9/1/2021
Lagos,Ikeja,Oct,10,1,2021,Urea,24.1,10/1/2021,10/1/2021
Lagos,Ikeja,Nov,11,1,2021,Urea,27.51,11/1/2021,11/1/2021
Lagos,Ikeja,Dec,12,1,2021,Urea,27.53,12/1/2021,12/1/2021
Lagos,Ikeja,Jan,1,1,2022,Urea,37.42,1/1/2022,1/1/2022
Lagos,Ikeja,Feb,2,1,2022,Urea,37.27,2/1/2022,2/1/2022
Lagos,Ikeja,Mar,3,1,2022,Urea,38.46,3/1/2022,3/1/2022
Lagos,Ikeja,Apr,4,1,2022,Urea,38.62,4/1/2022,4/1/2022
Lagos,Ikeja,May,5,1,2022,Urea,44.58,5/1/2022,5/1/2022
Lagos,Ikeja,Jun,6,1,2022,Urea,44.49,6/1/2022,6/1/2022
Lagos,Ikeja,Jul,7,1,2022,Urea,45.61,7/1/2022,7/1/2022
Lagos,Ikeja,Aug,8,1,2022,Urea,47.68,8/1/2022,8/1/2022
Lagos,Ikeja,Sep,9,1,2022,Urea,46.73,9/1/2022,9/1/2022
Lagos,Ikeja,Oct,10,1,2022,Urea,44.83,10/1/2022,10/1/2022
Lagos,Ikeja,Nov,11,1,2022,Urea,44.19,11/1/2022,11/1/2022
Lagos,Ikeja,Dec,12,1,2022,Urea,44.86,12/1/2022,12/1/2022
Niger,Bida,Sep,9,1,2010,Urea,26.36,9/1/2010,9/1/2010
Niger,Bida,Nov,11,1,2010,Urea,26.56,11/1/2010,11/1/2010
Niger,Bida,Jan,1,1,2017,Urea,24.11,1/1/2017,1/1/2017
Niger,Bida,Feb,2,1,2017,Urea,30.29,2/1/2017,2/1/2017
Niger,Bida,Mar,3,1,2017,Urea,28.64,3/1/2017,3/1/2017
Niger,Bida,Apr,4,1,2017,Urea,25.72,4/1/2017,4/1/2017
Niger,Bida,May,5,1,2017,Urea,25.38,5/1/2017,5/1/2017
Niger,Bida,Jun,6,1,2017,Urea,22.16,6/1/2017,6/1/2017
Niger,Bida,Jul,7,1,2017,Urea,25.4,7/1/2017,7/1/2017
Niger,Bida,Oct,10,1,2017,Urea,20.04,10/1/2017,10/1/2017
Niger,Minna,Sep,9,1,2015,Urea,20.18,9/1/2015,9/1/2015
Niger,Minna,Oct,10,1,2015,Urea,20.19,10/1/2015,10/1/2015
Niger,Minna,Nov,11,1,2015,Urea,23.36,11/1/2015,11/1/2015
Niger,Minna,Feb,2,1,2016,Urea,28.13,2/1/2016,2/1/2016
Niger,Minna,Mar,3,1,2016,Urea,27.63,3/1/2016,3/1/2016
Niger,Minna,Apr,4,1,2016,Urea,28.14,4/1/2016,4/1/2016
Niger,Minna,May,5,1,2016,Urea,31.15,5/1/2016,5/1/2016
Niger,Minna,Jun,6,1,2016,Urea,28.16,6/1/2016,6/1/2016
Niger,Minna,Jul,7,1,2016,Urea,25.6,7/1/2016,7/1/2016
Niger,Minna,Sep,9,1,2016,Urea,21.92,9/1/2016,9/1/2016
Niger,Minna,Oct,10,1,2016,Urea,26.15,10/1/2016,10/1/2016
Niger,Minna,Nov,11,1,2016,Urea,20.6,11/1/2016,11/1/2016
Niger,Minna,Dec,12,1,2016,Urea,21.12,12/1/2016,12/1/2016
Niger,Minna,Jan,1,1,2017,Urea,20.89,1/1/2017,1/1/2017
Niger,Minna,Feb,2,1,2017,Urea,28.69,2/1/2017,2/1/2017
Niger,Minna,Mar,3,1,2017,Urea,28.64,3/1/2017,3/1/2017
Niger,Minna,Apr,4,1,2017,Urea,25.72,4/1/2017,4/1/2017
Niger,Minna,May,5,1,2017,Urea,26.96,5/1/2017,5/1/2017
Niger,Minna,Jun,6,1,2017,Urea,22.79,6/1/2017,6/1/2017
Niger,Minna,Jul,7,1,2017,Urea,26.99,7/1/2017,7/1/2017
Niger,Minna,Sep,9,1,2017,Urea,18.34,9/1/2017,9/1/2017
Niger,Minna,Oct,10,1,2017,Urea,20.17,10/1/2017,10/1/2017
Niger,Minna,Nov,11,1,2017,Urea,20.92,11/1/2017,11/1/2017
Niger,Minna,Dec,12,1,2017,Urea,26.38,12/1/2017,12/1/2017
Niger,Minna,Jan,1,1,2018,Urea,17.49,1/1/2018,1/1/2018
Niger,Minna,Feb,2,1,2018,Urea,23.58,2/1/2018,2/1/2018
Niger,Minna,Mar,3,1,2018,Urea,21.38,3/1/2018,3/1/2018
Niger,Minna,Apr,4,1,2018,Urea,21.46,4/1/2018,4/1/2018
Niger,Minna,May,5,1,2018,Urea,20.8,5/1/2018,5/1/2018
Niger,Minna,Jun,6,1,2018,Urea,19.41,6/1/2018,6/1/2018
Niger,Minna,Jul,7,1,2018,Urea,19.38,7/1/2018,7/1/2018
Niger,Minna,Aug,8,1,2018,Urea,19.38,8/1/2018,8/1/2018
Niger,Minna,Sep,9,1,2018,Urea,20.73,9/1/2018,9/1/2018
Niger,Minna,Oct,10,1,2018,Urea,20.64,10/1/2018,10/1/2018
Niger,Minna,Nov,11,1,2018,Urea,20.76,11/1/2018,11/1/2018
Niger,Minna,Dec,12,1,2018,Urea,19.37,12/1/2018,12/1/2018
Niger,Minna,Jan,1,1,2019,Urea,19.39,1/1/2019,1/1/2019
Niger,Minna,Feb,2,1,2019,Urea,19.51,2/1/2019,2/1/2019
Niger,Minna,Mar,3,1,2019,Urea,19.6,3/1/2019,3/1/2019
Niger,Minna,Apr,4,1,2019,Urea,19.6,4/1/2019,4/1/2019
Niger,Minna,May,5,1,2019,Urea,19.66,5/1/2019,5/1/2019
Niger,Minna,Jun,6,1,2019,Urea,18.28,6/1/2019,6/1/2019
Niger,Minna,Jul,7,1,2019,Urea,18.56,7/1/2019,7/1/2019
Niger,Minna,Aug,8,1,2019,Urea,19.57,8/1/2019,8/1/2019
Niger,Minna,Sep,9,1,2019,Urea,17.59,9/1/2019,9/1/2019
Niger,Minna,Oct,10,1,2019,Urea,17.56,10/1/2019,10/1/2019
Niger,Minna,Nov,11,1,2019,Urea,17.52,11/1/2019,11/1/2019
Niger,Minna,Dec,12,1,2019,Urea,17.53,12/1/2019,12/1/2019
Niger,Minna,Jan,1,1,2020,Urea,19.47,1/1/2020,1/1/2020
Niger,Minna,Feb,2,1,2020,Urea,16.06,2/1/2020,2/1/2020
Niger,Minna,Mar,3,1,2020,Urea,17.01,3/1/2020,3/1/2020
Niger,Minna,Apr,4,1,2020,Urea,18.58,4/1/2020,4/1/2020
Niger,Minna,May,5,1,2020,Urea,18.08,5/1/2020,5/1/2020
Niger,Minna,Jun,6,1,2020,Urea,19.52,6/1/2020,6/1/2020
Niger,Minna,Jul,7,1,2020,Urea,23.93,7/1/2020,7/1/2020
Niger,Minna,Aug,8,1,2020,Urea,27.8,8/1/2020,8/1/2020
Niger,Minna,Sep,9,1,2020,Urea,20.69,9/1/2020,9/1/2020
Niger,Minna,Oct,10,1,2020,Urea,20.64,10/1/2020,10/1/2020
Niger,Minna,Nov,11,1,2020,Urea,20.11,11/1/2020,11/1/2020
Niger,Minna,Dec,12,1,2020,Urea,21.78,12/1/2020,12/1/2020
Niger,Minna,Jan,1,1,2021,Urea,23.58,1/1/2021,1/1/2021
Niger,Minna,Feb,2,1,2021,Urea,25.27,2/1/2021,2/1/2021
Niger,Minna,Mar,3,1,2021,Urea,27.01,3/1/2021,3/1/2021
Niger,Minna,Apr,4,1,2021,Urea,28.64,4/1/2021,4/1/2021
Niger,Minna,May,5,1,2021,Urea,28.13,5/1/2021,5/1/2021
Niger,Minna,Jun,6,1,2021,Urea,28.81,6/1/2021,6/1/2021
